iso3,area_name,period,source_citation,note
NZL,New Zealand,2003,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2003. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2004,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2004. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2005,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2005. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2006,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2006. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2007,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2007. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2008,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2008. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2009,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2009. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2010,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2010. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2011,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2011. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2012,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2012. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2013,Office for National Statistics (ONS) (United Kingdom). United Kingdom - England and Wales Mortality Statistics 2013.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PHL,Philippines,2006,National Statistics Office (Philippines). Philippines Vital Registration - Deaths 2006.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PHL,Philippines,2007,National Statistics Office (Philippines). Philippines Vital Registration - Deaths 2007.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PHL,Philippines,2008,National Statistics Office (Philippines). Philippines Vital Registration - Deaths 2008.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PHL,Philippines,2009,National Statistics Office (Philippines). Philippines Vital Registration - Deaths 2009.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PHL,Philippines,2010,National Statistics Office (Philippines). Philippines Vital Registration - Deaths 2010.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PHL,Philippines,2011,National Statistics Office (Philippines). Philippines Vital Registration - Deaths 2011.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PHL,Philippines,2012,National Statistics Office (Philippines). Philippines Vital Registration - Deaths 2012.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
LKA,Sri Lanka,2009,"Department of Census and Statistics (Sri Lanka). Sri Lanka Vital Statistics - Deaths 2009. Colombo, Sri Lanka: Department of Census and Statistics (Sri Lanka).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
LKA,Sri Lanka,2010,"Department of Census and Statistics (Sri Lanka). Sri Lanka Vital Statistics - Deaths 2010. Colombo, Sri Lanka: Department of Census and Statistics (Sri Lanka).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
